Date,Open,High,Low,Close,Volume,Adj Close
2016-04-15,208.009995,208.169998,207.399994,207.779999,75761600,203.575397
2016-04-18,207.779999,209.279999,207,209.240005,75277700,205.005859
2016-04-19,209.740005,210.199997,208.940002,209.899994,88316100,205.652492
2016-04-20,209.949997,210.919998,209.389999,210.100006,81100300,205.848457
2016-04-21,210.119995,210.25,208.649994,208.970001,85695000,204.741318
2016-04-22,208.550003,209.289993,207.910004,208.970001,99251700,204.741318
2016-04-25,208.259995,208.660004,207.539993,208.610001,66166500,204.388603
2016-04-26,209.039993,209.520004,208.360001,208.919998,75864200,204.692327
2016-04-27,208.470001,209.809998,208.050003,209.350006,77329400,205.113634
2016-04-28,208.460007,209.759995,206.960007,207.449997,97216200,203.252073
2016-04-29,206.720001,207.130005,205.029999,206.330002,142424100,202.154742
2016-05-02,206.919998,208.179993,206.410004,207.970001,62188000,203.761554
2016-05-03,206.520004,206.800003,205.279999,206.160004,101267500,201.988184
2016-05-04,204.990005,205.850006,204.419998,205.009995,92243800,200.861446
2016-05-05,205.559998,205.979996,204.470001,204.970001,67619200,200.822262
2016-05-06,204.059998,205.770004,203.880005,205.720001,83784900,201.557085
2016-05-09,205.570007,206.399994,205.360001,205.889999,74374900,201.723643
2016-05-10,206.720001,208.470001,206.639999,208.449997,77472200,204.231837
2016-05-11,207.910004,208.539993,206.5,206.5,81727000,202.3213
2016-05-12,207.289993,207.490005,205.369995,206.559998,89586300,202.380083
2016-05-13,206.210007,206.860001,204.380005,204.759995,96474600,200.616505
2016-05-16,204.960007,207.339996,204.889999,206.779999,77486800,202.595633
2016-05-17,206.460007,206.800003,204.229996,204.850006,114924900,200.704695
2016-05-18,204.440002,206.300003,203.630005,204.910004,120062100,200.763478
2016-05-19,204.059998,204.539993,202.779999,204.199997,115430500,200.067839
2016-05-20,204.919998,206.100006,204.860001,205.490005,104990400,201.331743
2016-05-23,205.509995,205.839996,204.990005,205.210007,58682600,201.057411
2016-05-24,206.169998,208.240005,206.139999,207.869995,93537800,203.663572
2016-05-25,208.669998,209.770004,207.869995,209.279999,76621400,205.045043
2016-05-26,209.440002,209.710007,208.970001,209.339996,55280700,205.103826
2016-05-27,209.529999,210.25,209.470001,210.240005,59329000,205.985623
2016-05-31,210.559998,210.690002,209.179993,209.839996,109879400,205.593708
2016-06-01,209.119995,210.479996,208.889999,210.270004,69936200,206.015015
2016-06-02,209.800003,210.929993,209.240005,210.910004,63044700,206.642063
2016-06-03,210.25,210.690002,208.860001,210.279999,101757100,206.024807
2016-06-06,210.699997,211.770004,210.509995,211.350006,64887000,207.073162
2016-06-07,211.529999,212.339996,211.5,211.679993,60974800,207.396471
2016-06-08,211.839996,212.520004,211.690002,212.369995,66170900,208.072511
2016-06-09,211.509995,212.220001,211.190002,212.080002,73786900,207.788386
2016-06-10,210.460007,210.860001,209.429993,210.070007,113829200,205.819065
2016-06-13,209.360001,210.369995,208.350006,208.449997,117751200,204.231837
2016-06-14,208,208.740005,206.919998,208.039993,125059300,203.83013
2016-06-15,208.039993,209.360001,207.529999,207.75,109124500,203.546005
2016-06-16,207.75,208.570007,205.589996,208.369995,149533100,204.153454
2016-06-17,207.169998,207.199997,205.75,206.520004,117055700,203.393157
2016-06-20,208.820007,209.610001,207.75,207.850006,82789600,204.703021
2016-06-21,208.300003,208.919998,207.779999,208.440002,72461700,205.284085
2016-06-22,208.649994,209.5,207.929993,208.100006,95560500,204.949236
2016-06-23,209.809998,210.869995,209.270004,210.809998,102731400,207.618197
2016-06-24,203.630005,210.850006,202.720001,203.240005,333444400,200.162819
2016-06-27,201.589996,201.600006,198.649994,199.600006,230775800,196.577932
2016-06-28,201.479996,203.229996,201.119995,203.199997,159382400,200.123416
2016-06-29,204.839996,206.929993,204.720001,206.660004,137328600,203.531036
2016-06-30,207.210007,209.539993,206.559998,209.479996,165021900,206.308332
2016-07-01,209.479996,210.490005,209.289993,209.919998,106055300,206.741672
2016-07-05,208.949997,209.080002,207.710007,208.410004,109803700,205.25454
2016-07-06,207.830002,209.800003,207.059998,209.660004,96021500,206.485614
2016-07-07,209.869995,210.649994,208.630005,209.529999,85593800,206.357578
2016-07-08,211.050003,212.940002,210.779999,212.649994,133971000,209.430334
2016-07-11,213.190002,214.070007,212.949997,213.399994,73633900,210.168979
2016-07-12,214.529999,215.300003,213.429993,214.949997,101275600,211.695514
2016-07-13,215.440002,215.449997,214.350006,214.919998,87324100,211.665969
2016-07-14,216.399994,216.669998,215.660004,216.119995,91230900,212.847797
2016-07-15,216.779999,217.009995,215.309998,215.830002,107155400,212.562195
2016-07-18,215.970001,216.600006,215.669998,216.410004,58725900,213.133415
2016-07-19,215.919998,216.229996,215.630005,216.190002,54345700,212.916745
2016-07-20,216.190002,217.369995,216.190002,217.089996,58159500,213.803112
2016-07-21,216.960007,217.220001,215.75,216.270004,67777300,212.995535
2016-07-22,216.410004,217.300003,216.100006,217.240005,62787500,213.95085
2016-07-25,217,217.059998,215.970001,216.649994,55873100,213.369772
2016-07-26,216.529999,217.169998,215.759995,216.75,70080500,213.468264
2016-07-27,217.190002,217.270004,215.619995,216.520004,84083900,213.24175
2016-07-28,216.289993,217.110001,215.75,216.770004,65035700,213.487965
2016-07-29,216.460007,217.539993,216.130005,217.119995,79519400,213.832657
2016-08-01,217.190002,217.649994,216.410004,216.940002,73311400,213.655389
2016-08-02,216.649994,216.830002,214.570007,215.550003,92295500,212.286435
2016-08-03,215.479996,216.25,215.130005,216.179993,53993600,212.906886
2016-08-04,216.309998,216.779999,214.25,216.410004,46585500,213.133415
2016-08-05,216.410004,218.229996,216.410004,218.179993,71892200,214.876605
2016-08-08,218.399994,218.520004,217.740005,218.050003,39906500,214.748584
2016-08-09,218.130005,218.759995,217.800003,218.179993,51251700,214.876605
2016-08-10,218.309998,218.399994,217.229996,217.639999,57941100,214.344788
2016-08-11,218.259995,218.940002,217.949997,218.649994,72504300,215.33949
2016-08-12,218.289993,218.710007,217.990005,218.460007,61313500,215.15238
2016-08-15,218.889999,219.5,218.880005,219.089996,49813500,215.772831
2016-08-16,218.600006,218.679993,217.960007,217.960007,53213600,214.65995
2016-08-17,218,218.529999,217.020004,218.369995,75134300,215.063731
2016-08-18,218.339996,218.899994,218.210007,218.860001,52989300,215.546317
2016-08-19,218.309998,218.75,217.740005,218.539993,75443000,215.231155
2016-08-22,218.259995,218.800003,217.830002,218.529999,61368800,215.221312
2016-08-23,219.25,219.600006,218.899994,218.970001,53399200,215.654652
2016-08-24,218.800003,218.910004,217.360001,217.850006,71728900,214.551615
2016-08-25,217.399994,218.190002,217.220001,217.699997,69224800,214.403877
2016-08-26,217.919998,219.119995,216.25,217.289993,122506300,214.000081
2016-08-29,217.440002,218.669998,217.399994,218.360001,70502200,215.053888
2016-08-30,218.259995,218.589996,217.350006,218,58114500,214.699338
2016-08-31,217.610001,217.75,216.470001,217.380005,85269500,214.08873
2016-09-01,217.369995,217.729996,216.029999,217.389999,97844200,214.098573
2016-09-02,218.389999,218.869995,217.699997,218.369995,79293900,215.063731
2016-09-06,218.699997,219.119995,217.860001,219.029999,56702100,215.713742
2016-09-07,218.839996,219.220001,218.300003,219.009995,76554900,215.69404
2016-09-08,218.619995,218.940002,218.149994,218.509995,74102900,215.201611
2016-09-09,216.970001,217.029999,213.25,213.279999,221589100,210.0508
2016-09-12,212.389999,216.809998,212.309998,216.339996,168110900,213.064468
2016-09-13,214.839996,215.149994,212.5,213.229996,182828800,210.001554
2016-09-14,213.289993,214.699997,212.5,213.149994,134185500,209.922764
2016-09-15,212.960007,215.729996,212.75,215.279999,134427900,212.020519
2016-09-16,213.479996,213.690002,212.570007,213.369995,155236400,211.200929
2016-09-19,214.130005,214.880005,213.029999,213.410004,80250500,211.240531
2016-09-20,214.410004,214.589996,213.380005,213.419998,69665300,211.250424
2016-09-21,214.240005,216.029999,213.440002,215.820007,110284400,213.626035
2016-09-22,217,217.529999,216.710007,217.179993,76678700,214.972195
2016-09-23,216.720001,216.880005,215.880005,215.990005,73630900,213.794305
2016-09-26,215.020004,215.229996,214.009995,214.240005,89827300,212.062095
2016-09-27,214.050003,215.679993,213.619995,215.570007,78494800,213.378576
2016-09-28,215.830002,216.820007,214.710007,216.639999,87411000,214.437691
2016-09-29,216.399994,216.869995,214.039993,214.679993,128070600,212.497609
2016-09-30,215.649994,217.119995,215.360001,216.300003,117202900,214.101151
2016-10-03,215.820007,216.039993,215.039993,215.779999,83512100,213.586433
2016-10-04,215.910004,216.169998,213.990005,214.679993,119948100,212.497609
2016-10-05,215.410004,216.130005,215.330002,215.630005,72816000,213.437964
2016-10-06,215.369995,216.039993,214.740005,215.779999,62927400,213.586433
2016-10-07,216.100006,216.300003,214.190002,215.039993,89788300,212.85395
2016-10-10,216.160004,216.699997,215.990005,216.160004,51855000,213.962575
2016-10-11,215.660004,215.740005,212.580002,213.429993,130367400,211.260317
2016-10-12,213.589996,214.320007,213.009995,213.710007,73866100,211.537484
2016-10-13,212.160004,213.589996,211.210007,213.009995,101357000,210.844588
2016-10-14,214.149994,214.690002,213.029999,213.119995,93346200,210.95347
2016-10-17,213.089996,213.389999,212.169998,212.380005,58275700,210.221003
2016-10-18,214.240005,214.309998,213.270004,213.710007,76869700,211.537484
2016-10-19,214.020004,214.639999,213.600006,214.279999,66519200,212.101682
2016-10-20,213.869995,214.529999,213.110001,213.880005,73639800,211.705754
2016-10-21,213.880005,214.080002,212.759995,213.979996,89089100,211.804728
2016-10-24,215,215.320007,214.479996,214.889999,60146600,212.705481
2016-10-25,214.679993,214.979996,213.979996,214.169998,66542300,211.992799
2016-10-26,213.210007,214.419998,212.929993,213.740005,75705500,211.567178
2016-10-27,214.580002,214.619995,213.080002,213.169998,77220200,211.002965
2016-10-28,213.139999,213.929993,211.710007,212.539993,140623200,210.379365
2016-10-31,212.929993,213.190002,212.360001,212.550003,61272500,210.389273
2016-11-01,212.929993,212.990005,209.600006,211.009995,122781800,208.864919
2016-11-02,210.649994,211.100006,209.229996,209.740005,103330800,207.607841
2016-11-03,209.990005,210.240005,208.460007,208.779999,88939300,206.657593
2016-11-04,208.910004,209.889999,208.380005,208.550003,109122100,206.429936
2016-11-07,208.550003,213.190002,208.550003,213.149994,109794900,210.983164
2016-11-08,212.690002,214.770004,212.380005,214.110001,106772100,211.933412
